Fecha,Hora,Fecha valor,Producto,ISIN,Descripción,Tipo,Variación,,Saldo,,ID Orden
05-09-2024,17:16,05-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-3.98,EUR,34.31,
05-09-2024,06:57,04-09-2024,,,Ingreso Cambio de Divisa,,EUR,3.98,EUR,38.29,
05-09-2024,06:57,04-09-2024,,,Retirada Cambio de Divisa,1.1110,USD,-4.42,USD,0.00,
04-09-2024,07:37,03-09-2024,VISA INC,US92826C8394,Dividendo,,USD,5.20,USD,4.42,
04-09-2024,07:37,03-09-2024,VISA INC,US92826C8394,Retención del dividendo,,USD,-0.78,USD,-0.78,
04-09-2024,02:16,03-09-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 4,36 EUR",,,,EUR,34.31,
04-09-2024,02:16,03-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.36,EUR,29.95,
03-09-2024,06:46,02-09-2024,,,Ingreso Cambio de Divisa,,EUR,4.36,EUR,34.31,
03-09-2024,06:46,02-09-2024,,,Retirada Cambio de Divisa,1.1099,USD,-4.84,USD,0.00,
02-09-2024,07:19,30-08-2024,STARBUCKS,US8552441094,Retención del dividendo,,USD,-0.86,USD,4.84,
02-09-2024,07:19,30-08-2024,STARBUCKS,US8552441094,Dividendo,,USD,5.70,USD,5.70,
23-08-2024,09:45,22-08-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 7,74 EUR",,,,EUR,29.95,
23-08-2024,09:45,22-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.74,EUR,22.21,
22-08-2024,16:23,22-08-2024,PEPSICO INC,US7134481081,Ingreso Cambio de Divisa,1.1070,USD,525.33,USD,0.00,5b5aae83-615d-4e3a-85e0-e06978af7181
22-08-2024,16:23,22-08-2024,PEPSICO INC,US7134481081,Retirada Cambio de Divisa,,EUR,-474.54,EUR,29.95,5b5aae83-615d-4e3a-85e0-e06978af7181
22-08-2024,16:23,22-08-2024,PEPSICO INC,US7134481081,Costes de transacción y/o externos de DEGIRO,,EUR,-2.00,EUR,504.49,5b5aae83-615d-4e3a-85e0-e06978af7181
22-08-2024,16:23,22-08-2024,PEPSICO INC,US7134481081,"Compra 3 PepsiCo Inc@175,11 USD (US7134481081)",,USD,-525.33,USD,-525.33,5b5aae83-615d-4e3a-85e0-e06978af7181
22-08-2024,16:23,22-08-2024,COSTCO WHOLESALE,US22160K1051,Ingreso Cambio de Divisa,1.1072,USD,1763.04,USD,0.00,94e92195-182f-4919-951c-6143e3658361
22-08-2024,16:23,22-08-2024,COSTCO WHOLESALE,US22160K1051,Retirada Cambio de Divisa,,EUR,-1592.31,EUR,506.49,94e92195-182f-4919-951c-6143e3658361
22-08-2024,16:23,22-08-2024,COSTCO WHOLESALE,US22160K1051,Costes de transacción y/o externos de DEGIRO,,EUR,-2.00,EUR,2098.80,94e92195-182f-4919-951c-6143e3658361
22-08-2024,16:23,22-08-2024,COSTCO WHOLESALE,US22160K1051,"Compra 2 Costco Wholesale@881,52 USD (US22160K1051)",,USD,-1763.04,USD,-1763.04,94e92195-182f-4919-951c-6143e3658361
22-08-2024,15:30,22-08-2024,APPLE INC,US0378331005,Retirada Cambio de Divisa,1.1166,USD,-1365.54,USD,0.00,de8b1331-0608-427f-a71a-393028b32b17
22-08-2024,15:30,22-08-2024,APPLE INC,US0378331005,Ingreso Cambio de Divisa,,EUR,1222.96,EUR,2100.80,de8b1331-0608-427f-a71a-393028b32b17
22-08-2024,15:30,22-08-2024,APPLE INC,US0378331005,Costes de transacción y/o externos de DEGIRO,,EUR,-2.00,EUR,877.84,de8b1331-0608-427f-a71a-393028b32b17
22-08-2024,15:30,22-08-2024,APPLE INC,US0378331005,"Venta 6 Apple Inc@227,59 USD (US0378331005)",,USD,1365.54,USD,1365.54,de8b1331-0608-427f-a71a-393028b32b17
22-08-2024,15:30,22-08-2024,KRAFT HEINZ CO,US5007541064,Retirada Cambio de Divisa,1.1166,USD,-959.85,USD,0.00,bb91a401-1cc0-4801-8547-d36f0951a7b4
22-08-2024,15:30,22-08-2024,KRAFT HEINZ CO,US5007541064,Ingreso Cambio de Divisa,,EUR,859.63,EUR,879.84,bb91a401-1cc0-4801-8547-d36f0951a7b4
22-08-2024,15:30,22-08-2024,KRAFT HEINZ CO,US5007541064,Costes de transacción y/o externos de DEGIRO,,EUR,-2.00,EUR,20.21,bb91a401-1cc0-4801-8547-d36f0951a7b4
22-08-2024,15:30,22-08-2024,KRAFT HEINZ CO,US5007541064,"Venta 27 Kraft Heinz Co@35,55 USD (US5007541064)",,USD,959.85,USD,959.85,bb91a401-1cc0-4801-8547-d36f0951a7b4
19-08-2024,19:01,19-08-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 2,12 EUR",,,,EUR,22.21,
